Sr No,Image File,Caption,20516,img2/insta20516,wHaT dAy Is It Even #stayhomeclub
16512.0,img/insta16512,Bros ,,,
16513.0,img/insta16513,Versace ,,,
16514.0,img/insta16514,Me and my homies and at lunch talking bout our savior Jesus Christ ,,,
16515.0,img/insta16515,To Whoever knows this game ,,,
16517.0,img/insta16517,Laid back in the maybach ,,,
16520.0,img/insta16520,You get that camera out of my face ,,,
16522.0,img/insta16522,Look at tuts ,,,
16523.0,img/insta16523,me me Franny Mally mall at the cribo ,,,
16524.0,img/insta16524,Sorry but I had to beat big bro on 2K13... Who's next? ,,,
16525.0,img/insta16525,Heartbreaker is on the Internet somewhere find it ,,,
16526.0,img/insta16526,I guess everyone grows up ,,,
16527.0,img/insta16527,..... For the fans...... ,,,
16528.0,img/insta16528,Uuuu ,,,
16529.0,img/insta16529,I had fun chillin in Canada with the family ,,,
16530.0,img/insta16530,Heartbreaker ,,,
16531.0,img/insta16531,Don't tell me your my.... ,,,
16532.0,img/insta16532,Tell a friend to tell a friend ,,,
16533.0,img/insta16533,... Coming soon ,,,
16534.0,img/insta16534,Game 7 ,,,
16535.0,img/insta16535,:) ,,,
16536.0,img/insta16536,The birthday girl is tired ,,,
16537.0,img/insta16537,My vision is enormous ,,,
16539.0,img/insta16539,Golf wang ,,,
16541.0,img/insta16541,"""Time to die"" ",,,
16542.0,img/insta16542,This chick thinks she's a model ,,,
16543.0,img/insta16543,"""Hey"" ",,,
16544.0,img/insta16544,CB what's up ,,,
16545.0,img/insta16545,God is good ,,,
16546.0,img/insta16546,Beers in the jungle ,,,
16548.0,img/insta16548,Goodluck against $ Mayweather you're gonna need it ,,,
16549.0,img/insta16549,Turkey what's good ,,,
16550.0,img/insta16550,I dropped the O and the E and just kept the LV- Big Sean ,,,
16551.0,img/insta16551,Clique ,,,
16552.0,img/insta16552,Channel ,,,
16553.0,img/insta16553,R u serious ,,,
16555.0,img/insta16555,How do kids nowadays know how to work iPads and I hardly knew how to play with my dinky cars ,,,
16556.0,img/insta16556,chilling with king 2k ,,,
16557.0,img/insta16557,Love is in the air ,,,
16558.0,img/insta16558,"""Out of spite I just might flood these streets"" -Jay Z ",,,
16559.0,img/insta16559,Miss u guys ,,,
16560.0,img/insta16560,"""The top gets higher the more that I climb"" -tune ",,,
16561.0,img/insta16561,Musiceverywhere ,,,
16562.0,img/insta16562,-50 -76 .. 2k champion ,,,
16563.0,img/insta16563,So glad I get to see the world. ,,,
16566.0,img/insta16566,The new death metal group coming out soon haha ,,,
16567.0,img/insta16567,Kickin it with og ,,,
16568.0,img/insta16568,He's like a human ,,,
16569.0,img/insta16569,Morning hair ,,,
16570.0,img/insta16570,Night I love you.. And btw just cuz I'm not smiling doesn't mean im not happy. ;) ,,,
16572.0,img/insta16572,L'arc de triomphe ,,,
16573.0,img/insta16573,Me with 72 winning over making me king 2k ,,,
16574.0,img/insta16574,Rip stash ,,,
16575.0,img/insta16575,If they brought this out to u would u eat it? ,,,
16576.0,img/insta16576,stash ,,,
16577.0,img/insta16577,Tay with the dirty stash ,,,
16578.0,img/insta16578,Fredo stashed up ,,,
16579.0,img/insta16579,Tyler also rockin the stash haha ,,,
16580.0,img/insta16580,Sneakpic lol ,,,
16581.0,img/insta16581,Growin out the stash lol ,,,
16582.0,img/insta16582,"""They lovin the crew"" ",,,
16584.0,img/insta16584,My view ,,,
16585.0,img/insta16585,;) ,,,
16586.0,img/insta16586,This is what it's all about !!! L.O.V.3 ,,,
16587.0,img/insta16587,"Everyone in my team has been telling me, ""keep the press happy"" but I'm tired of all the countless lies in the press right now. Saying I'm going to rehab and how my family is disappointed in me. My family is beyond proud, and nothing's been said by them, my grandparents wouldnt know how to reach to press even of they did want to so that was a lie and rehab cmon. if Anyone believes i need rehab thats their own stupidity lol I'm 19 with 5 number one albums, 19 and I've seen the whole world. 19 and I've accomplished more than I could've ever dreamed of, i'm 19 and it must be scary to some people to think that this is just the beginning. I know my talent level and i know i got my head on straight. i know who i am and i know who i'm not My messege is to to believe. My albums could be about anything but my messages have been to never say never and believe, not to believe in me but to believe in yourself .. I honestly don't care if you don't believe in me because I believe in me, my friends believe, my family believe, my fans believe, and look where that's gotten me so far.. I'm writing this with a smile on my face and love in my heart. Letting u know first hand how I feel rather than have these story linger. I'm a good person with a big heart. And don't think I deserve all this negative press I've worked my ass off to get where I am and my hard work doesn't stop here... All this isn't easy. I get angry sometimes. I'm human. I'm gonna make mistakes. In gonna grow and get better from them. But all the love from you guys overcomes the negativity. I love u. Thanks ",,,
16588.0,img/insta16588,Checkout new show ,,,
16589.0,img/insta16589,Young jb ,,,
16590.0,img/insta16590,Maybach music ,,,
16591.0,img/insta16591,Me and my bro ,,,
16592.0,img/insta16592,Me and ,,,
16593.0,img/insta16593,Enjoying life ,,,
16594.0,img/insta16594,Look at this freak ,,,
16595.0,img/insta16595,Hospital hallways creepy ,,,
16596.0,img/insta16596,Jaxo ur hairs getting so long ,,,
16597.0,img/insta16597,Chaz or should I call him by his real name Charles ,,,
16598.0,img/insta16598,I know I already posted this but I'm gonna put it up again to show love to my big bro Judah I love u Man U inspire me.. When u have a moment of weakness ask god to be with you and bring his peace. I know for a fact it helps. :) ,,,
16599.0,img/insta16599,"The funny moment when people believe I brought underage people to a club.. U think Will is letting his 14 year old in a club, I don't think so.. 2nd I love how the club wanted to give the press another reason to why we didn't stay at their weak ass club so they wouldn't look bad for me walking in and right back out..i said m ""worst bday"" but that was due to dummies pushing over my fans and being overly aggressive. Btw it wasn't the worst bday cuz all my friends from back home flew in I was just mad in the moment ",,,
16600.0,img/insta16600,chaz is the man ,,,
16602.0,img/insta16602,But a fan did get me this hat so I'm glad I wore it :) ,,,
16603.0,img/insta16603,Ryan said you won't go out in that. I said watch mea haha toocolorful next time im gonna wear a black hat ,,,
16604.0,img/insta16604,Chillin in London with the boys and ,,,
16605.0,img/insta16605,"""Rollercoaster For a minute we were up but the next we were Fallin down"" -Justin Bieber ",,,
16606.0,img/insta16606,Mi eht tseb ,,,
16607.0,img/insta16607,Fresh ,,,
16608.0,img/insta16608,Me and Ben ,,,
16609.0,img/insta16609,Just my lips in focus you should kiss me if you notice ,,,
16610.0,img/insta16610,"Woah derr don't go derr, yeah I learned that befo der I stay fly no below derr and my crib u should go derr but that's so rare and That's no fair jb ",,,
16611.0,img/insta16611,No one can touch my kicks ,,,
16612.0,img/insta16612,Jt killin that shhii in London !!! ,,,
16613.0,img/insta16613,Early morning ,,,
16614.0,img/insta16614,"Put my bro to sleep (with a chokehold) last night, JK he fell asleep in my arms but sometimes big bros gotta put their Lil bros in headlocks ",,,
16615.0,img/insta16615,Vacay ,,,
16617.0,img/insta16617,Happy valentines ,,,
16619.0,img/insta16619,Me and jaxo ,,,
16620.0,img/insta16620,Me and gramma :) ,,,
16621.0,img/insta16621,Me and Grampa :) ,,,
16622.0,img/insta16622,Jazzy says no pics ,,,
16623.0,img/insta16623,Me and pops ,,,
16624.0,img/insta16624,Me and mom ,,,
16625.0,img/insta16625,My view ,,,
16627.0,img/insta16627,Familytime ,,,
16628.0,img/insta16628,Me and spiderman ,,,
16630.0,img/insta16630,Sunshine ,,,
16631.0,img/insta16631,Captain jaxon ,,,
16632.0,img/insta16632,Me and jaxo ,,,
16633.0,img/insta16633,Sweet dreams ,,,
16634.0,img/insta16634,princess jazzy ,,,
16635.0,img/insta16635,Omgoodness ,,,
16636.0,img/insta16636,Watch me on snl tomorrow night thank u Lauren ur the man ,,,
16637.0,img/insta16637,Love u kid ,,,
16638.0,img/insta16638,Night ,,,
16639.0,img/insta16639,This horse loves you ,,,
16640.0,img/insta16640,Im all fancy Poppin S. PELLEGRINO ,,,
16641.0,img/insta16641,this is how feels ,,,
16642.0,img/insta16642,the criminal ,,,
16643.0,img/insta16643,Thank u !! ,,,
16644.0,img/insta16644,give it a try ,,,
16645.0,img/insta16645,What do u think ,,,
16646.0,img/insta16646,Fun day ,,,
16647.0,img/insta16647,On iTunes now ,,,
16649.0,img/insta16649,Young jb ,,,
16650.0,img/insta16650,1 sec ,,,
16651.0,img/insta16651,After show kiss with mom ,,,
16652.0,img/insta16652,Swag ,,,
16653.0,img/insta16653,Mini yang ,,,
16654.0,img/insta16654,Writing my heart out ,,,
16655.0,img/insta16655,U see me in the piano ,,,
16657.0,img/insta16657,My security looks like Steve Wilkos ,,,
16658.0,img/insta16658,Me and the homey R Kelly ,,,
16659.0,img/insta16659,Haha good morning hair. I look like a peacock ,,,
16660.0,img/insta16660,Throw ur dukes up with young jb ,,,
16661.0,img/insta16661,Told u ,,,
16664.0,img/insta16664,Late night ,,,
16666.0,img/insta16666,I could go out on a lim and agree with u the sour patch berries are the swagggg ,,,
16668.0,img/insta16668,Repost ,,,
16669.0,img/insta16669,I love this girl havig the time of her life with her dad at my concert!! ,,,
16670.0,img/insta16670,So good ,,,
16671.0,img/insta16671,Pizza and murder solving shows ,,,
16672.0,img/insta16672,What's beaut ,,,
16673.0,img/insta16673,Hahahahhaha yeah I'll ship you a pair lol ,,,
16675.0,img/insta16675,Come on guys get off ur phones ,,,
16676.0,img/insta16676,To those of u who tell me not to sag my pants. Double think that ,,,
16677.0,img/insta16677,I sleep with lynx mountain lions ,,,
16678.0,img/insta16678,Back of the bach at the top with the gwap ,,,
16680.0,img/insta16680,This isn't a dog ,,,
16681.0,img/insta16681,U been this close to a cheetah ,,,
16682.0,img/insta16682,Why is this fun 2 u lol ,,,
16683.0,img/insta16683,Don't attack me bro I'm bigger than u ,,,
16684.0,img/insta16684,Me and my homey bubbzzzz ,,,
16685.0,img/insta16685,cool edit ;) ,,,
16686.0,img/insta16686,Stop talking And pay attention ,,,
16687.0,img/insta16687,Love me like you do ,,,
16688.0,img/insta16688,This was the ping pong ball after me slamming it on Nick Jonas lol haha ,,,
16689.0,img/insta16689,Show off ur ink ,,,
16690.0,img/insta16690,Look at this bundle of joy.. I love her. ,,,
16691.0,img/insta16691,My grandfather always took me to the stratford culliton every friday night this is for u Grampa ... My man hooked it up ,,,
16692.0,img/insta16692,Shutout to ,,,
16693.0,img/insta16693,Crazy eyes :p ,,,
16694.0,img/insta16694,;) love u ,,,
16696.0,img/insta16696,Sun peaking through my window ,,,
16697.0,img/insta16697,You're lovely ,,,
16699.0,img/insta16699,Who can stop me ,,,
16701.0,img/insta16701,Vacay ,,,
16703.0,img/insta16703,Because because because ,,,
16704.0,img/insta16704,I don't wear shorts on stage so no u won't ;) you will see me swag it out on stage though :p ,,,
16705.0,img/insta16705,Newtat ,,,
16707.0,img/insta16707,Thank The Lord ,,,
16708.0,img/insta16708,Relaxing ,,,
16709.0,img/insta16709,Hey guys ,,,
16712.0,img/insta16712,Love u jax ,,,
16713.0,img/insta16713,Merry Christmas little buddy lol go to sleep ! ,,,
16714.0,img/insta16714,Chaz sleeping like a baby ,,,
16716.0,img/insta16716,With my luv ,,,
16718.0,img/insta16718,Wow why did I think I was eminem and bleach my hair blonde ,,,
16719.0,img/insta16719,Green and red for christmas ,,,
16720.0,img/insta16720,Me and ,,,
16721.0,img/insta16721,Good news there not gonna take my pics swagggggg ,,,
16722.0,img/insta16722,January 16th will be the last day I instagram. I don't want them selling my photo's. ,,,
16724.0,img/insta16724,Dummy ,,,
16725.0,img/insta16725,Pure evil ,,,
16727.0,img/insta16727,Watchout ,,,
16729.0,img/insta16729,"All alone on the jet, missin u already :( ",,,
16730.0,img/insta16730,"Be a king, treat a woman like a queen ",,,
16731.0,img/insta16731,Late morning ,,,
16732.0,img/insta16732,Me and bubbles from trailer park boys ,,,
16733.0,img/insta16733,Lol ,,,
16734.0,img/insta16734,Wow this is a cute baby ,,,
16735.0,img/insta16735,Great pic ,,,
16736.0,img/insta16736,Only look up ,,,
16737.0,img/insta16737,Tired ,,,
16738.0,img/insta16738,Don't believe me just watch ,,,
16740.0,img/insta16740,Just landed in Chicago lurking In the back ,,,
16741.0,img/insta16741,I know it's not Thursday but lets throwback to when I got the batmomobile from my bro ,,,
16742.0,img/insta16742,Acoustic album ,,,
16743.0,img/insta16743,Back in the studio ,,,
16744.0,img/insta16744,Fettuccini ,,,
16745.0,img/insta16745,2chainz ,,,
16746.0,img/insta16746,U see half of me ,,,
16747.0,img/insta16747,Post your funny face on a jet ,,,
16748.0,img/insta16748,Funny face on the jet ,,,
16749.0,img/insta16749,Wreck it Ralph going to town ,,,
16750.0,img/insta16750,Found a sick gas station. Real cheap ,,,
16751.0,img/insta16751,U are wherever u are wishing u had this milkshake infront of u ,,,
16752.0,img/insta16752,Hey guys meet salt and pepper ,,,
16753.0,img/insta16753,I hate that I'm a fan ,,,
16755.0,img/insta16755,Traffic is lame ,,,
16757.0,img/insta16757,Me and kickin it ,,,
16759.0,img/insta16759,Washington ,,,
16760.0,img/insta16760,See it how you see it. This is how I see it . ,,,
16761.0,img/insta16761,Can u see me ,,,
16762.0,img/insta16762,If they were beliebers I know they wouldn't leave my side over an Boxing opinion I have ,,,
16763.0,img/insta16763,Night to to all my ladies all around the world ,,,
16764.0,img/insta16764,"He has nothing to gain fighting pacqiao, Floyd has never in his professional career lost a fight and Pacqiao lost his last two fights. If Floyd wins its not that big of a deal Cuz it would be his third loss in a row, and lf he loses he's gonna ruin his legacy either way there's no big win for Mayweather.. Mayweather is boxing ",,,
16765.0,img/insta16765,Look what Mayweather did to Marquez.. ,,,
16766.0,img/insta16766,At the top it's just us ,,,
16767.0,img/insta16767,they can't catch us ,,,
16768.0,img/insta16768,Gotcha ,,,
16769.0,img/insta16769,Live life to the fullest ,,,
16770.0,img/insta16770,Back in the studio ,,,
16773.0,img/insta16773,Double tap X to play ,,,
16774.0,img/insta16774,Ladies first ,,,
16775.0,img/insta16775,"Look at these clowns.. I just beat them both in arm wrestling, now headed to the gym ",,,
16776.0,img/insta16776,"Cuz I'm Right Here, ain't nobody gotta hold ya ",,,
16777.0,img/insta16777,Unreal ,,,
16778.0,img/insta16778,Pac took a deuce on ,,,
16779.0,img/insta16779,and Chaz if u look close u can see Chaz holding PAC ,,,
16780.0,img/insta16780,This is how it really went down ,,,
16781.0,img/insta16781,Chillin by the fire while we eatin fondu ,,,
16782.0,img/insta16782,We miss you out here hit me up I don't have your new number fool ,,,
16783.0,img/insta16783,I ain't got no worries ,,,
16784.0,img/insta16784,the man ,,,
16785.0,img/insta16785,Life may seem blurry for the moment. Just be you ,,,
16786.0,img/insta16786,Wow.. This is cray. ,,,
16787.0,img/insta16787,"Knock knock who der Houdini disappear got green John deer more green Paul Pierce ahh"" ",,,
16788.0,img/insta16788,My guitar is fire ,,,
16789.0,img/insta16789,Ducati ,,,
16790.0,img/insta16790,Toronto ,,,
16791.0,img/insta16791,"The pic of me and the Prime Minister was taken in a room in the arena where i was performing at that day. I walked straight from my meet and greet to him, if you ""Hayley"" expect me to have a change of clothes let a loan a suit at that specific time that's crazy, It wasn't like it was like I was going into his environment we were at a hockey arena. Wow am i ever white trash hayley peterson lol ",,,
16792.0,img/insta16792,Upside down ,,,
16793.0,img/insta16793,I met the Prime Minister in overalls lol ,,,
16794.0,img/insta16794,Me and Chaz chillin getting tired gettin some cereal and passing out ,,,
16795.0,img/insta16795,and pops ,,,
16796.0,img/insta16796,I hope you hate my style ,,,
16797.0,img/insta16797,Back in the gym ,,,
16798.0,img/insta16798,My lil bro and sis seeepinn ,,,
16799.0,img/insta16799,Bieber ,,,
16800.0,img/insta16800,Good show tonight. zzz passing out ,,,
16801.0,img/insta16801,I got u Nicki don't worry ,,,
16804.0,img/insta16804,Ya I don't work at all lol ,,,
16806.0,img/insta16806,After all this time of hating on uggs I put on a pair of ugg house shoes and my mind is blown so comfortable I'm sorry ladies for doubting u ,,,
16807.0,img/insta16807,Game face ,,,
16808.0,img/insta16808,"I know right, why would an 18 year old want a nice car ",,,
16809.0,img/insta16809,Brotherly love ,,,
16810.0,img/insta16810,can't keep up ,,,
16811.0,img/insta16811,Morning ,,,
16813.0,img/insta16813,In the dark ,,,
16817.0,img/insta16817,Mcm ,,,
16818.0,img/insta16818,I watch as the sun comes up ,,,
16819.0,img/insta16819,My view ,,,
